timestamp,gpu_util_pct,gpu_mem_used_mb,cpu_util_pct,ram_used_mb
1785400894.6416373,100,5874.5,2.5,10450.12890625
1785400895.142249,100,5874.5,4.9,10449.87109375
1785400895.6428766,100,5874.5,5.6,10454.84375
1785400896.1433516,100,5874.5,5.6,10455.2421875
1785400896.6440544,100,5874.5,6.8,10455.9921875
1785400897.1446183,100,5874.5,4.6,10468.58203125
1785400897.6454074,100,5874.5,3.6,10475.703125
1785400898.1460972,100,5874.5,1.7,10473.45703125
1785400898.646507,100,5874.5,2.7,10473.15625
1785400899.1470191,100,5874.5,2.2,10472.6328125
1785400899.6475298,100,5874.5,2.9,10469.625
1785400900.148326,100,5874.5,1.9,10470.1796875
1785400900.6491382,100,5874.5,1.6,10469.89453125
1785400901.1496773,100,5874.5,2.5,10471.40625
1785400901.6502564,100,5874.5,5.0,10476.69921875
1785400902.150745,100,5874.5,8.0,10513.94140625
1785400902.6514313,100,5874.5,8.5,10516.58984375
1785400903.151921,100,5874.5,5.0,10516.05078125
1785400903.6524925,100,5874.5,3.8,10518.2578125
1785400904.153255,100,5874.5,3.5,10519.58984375
1785400904.6539564,100,5874.5,2.0,10517.171875
1785400905.154568,100,5874.5,1.9,10517.81640625
1785400905.655132,100,5874.5,2.2,10517.04296875
1785400906.1558385,100,5874.5,2.4,10518.546875
1785400906.6564085,100,5874.5,2.2,10521.6796875
1785400907.1570287,100,5874.5,2.3,10520.71875
1785400907.6572835,100,5874.5,2.6,10520.2109375
1785400908.1578398,100,5874.5,1.6,10515.33203125
1785400908.6583667,100,5874.5,2.1,10515.33203125
1785400909.1589992,100,5874.5,3.8,10515.734375
1785400909.6597931,100,5874.5,4.6,10516.3359375
1785400910.160584,100,5874.5,3.8,10516.94140625
1785400910.6611617,100,5874.5,4.6,10516.84765625
1785400911.1621842,100,5874.5,2.9,10537.6171875
1785400911.6627958,100,5874.5,3.5,10544.20703125
1785400912.1634126,100,5874.5,1.3,10543.69140625
1785400912.6639786,100,5874.5,4.9,10533.28515625
1785400913.1644416,100,5874.5,3.5,10534.625
1785400913.6649492,100,5874.5,3.9,10526.484375
1785400914.1654298,100,5874.5,3.5,10526.83203125
1785400914.6658394,0,5874.5,9.3,10247.484375
1785400915.1662912,0,5874.5,6.4,9493.61328125
1785400915.6669014,0,5874.5,3.2,9499.0390625
1785400916.1674273,0,5874.5,1.9,9501.05078125
1785400916.668011,0,5874.5,4.2,9502.56640625
1785400917.1685116,0,5874.5,1.6,9500.23046875
1785400917.6691892,0,5874.5,1.5,9507.30078125
1785400918.169698,0,5874.5,3.8,9487.62890625
1785400918.6702888,0,5874.5,5.9,9472.42578125
1785400919.1709495,0,5874.5,3.4,9471.47265625
1785400919.6716619,0,5874.5,2.0,9474.2734375
1785400920.172357,0,5874.5,1.3,9480.515625
1785400920.6728983,0,5874.5,2.6,9474.234375
1785400921.1734962,0,5874.5,0.9,9470.66015625
1785400921.6741965,0,5874.5,2.9,9460.71484375
1785400922.1747875,0,5874.5,3.3,9451.1015625
1785400922.675381,0,5874.5,5.3,9460.98828125
1785400923.1759415,0,5874.5,4.2,9462.171875
1785400923.6765754,0,5874.5,2.8,9465.4140625
1785400924.177121,0,5874.5,3.2,9485.57421875
1785400924.677706,0,5874.5,5.0,9483.6640625
1785400925.178405,0,5874.5,2.4,9484.359375
1785400925.6790762,0,5874.5,1.9,9499.34765625
1785400926.179545,0,5874.5,3.2,9480.91796875
1785400926.680174,0,5874.5,4.0,9485.01171875
1785400927.1808412,0,5874.5,2.7,9485.3515625
1785400927.6813877,0,5874.5,1.4,9498.81640625
