timestamp,gpu_util_pct,gpu_mem_used_mb,cpu_util_pct,ram_used_mb
1785400871.1107771,0,5874.5,4.5,9778.51953125
1785400871.611615,0,5874.5,3.7,9850.4140625
1785400872.1123512,0,5874.5,6.8,9851.58203125
1785400872.6129982,0,5874.5,3.0,9853.87890625
1785400873.1135805,0,5874.5,3.8,9855.63671875
1785400873.614134,0,5874.5,2.6,9847.61328125
1785400874.1144896,0,5874.5,4.2,9840.58984375
1785400874.6149118,0,5874.5,6.8,9844.4765625
1785400875.1156561,0,5874.5,4.3,9847.27734375
1785400875.616424,0,5874.5,2.5,9847.50390625
1785400876.1169977,0,5874.5,2.3,9847.34765625
1785400876.617528,0,5874.5,2.7,9845.96484375
1785400877.118101,0,5874.5,5.7,9855.1015625
1785400877.6189535,0,5874.5,4.6,9859.96875
1785400878.1196578,0,5874.5,1.2,9855.4921875
1785400878.620413,0,5874.5,2.9,9855.37109375
1785400879.1211197,0,5874.5,2.8,9857.80078125
1785400879.6217403,0,5874.5,1.4,9859.90234375
1785400880.1224194,0,5874.5,0.5,9853.8125
1785400880.6233075,0,5874.5,1.6,9841.66015625
1785400881.1239345,0,5874.5,1.3,9845.140625
1785400881.6246736,0,5874.5,1.1,9837.5
1785400882.1255133,0,5874.5,0.4,9830.81640625
1785400882.6258538,0,5874.5,25.3,9878.98828125
1785400883.126236,0,5874.5,6.0,10136.0
1785400883.6266184,0,5874.5,6.1,10114.33984375
1785400884.1273882,0,5874.5,4.4,10152.4140625
1785400884.6277878,0,5874.5,5.4,10210.1171875
1785400885.1290627,0,5874.5,5.0,10256.98046875
1785400885.6299298,0,5874.5,0.9,10271.234375
1785400886.1306765,0,5874.5,1.3,10274.5625
1785400886.6315453,0,5874.5,3.7,10272.671875
1785400887.1321244,0,5874.5,2.1,10275.1171875
1785400887.6326933,0,5874.5,3.5,10279.96484375
1785400888.1333258,0,5874.5,3.6,10399.22265625
1785400888.6336443,0,5874.5,7.2,10393.390625
1785400889.134332,0,5874.5,4.7,10406.8359375
1785400889.634939,0,5874.5,4.8,10421.60546875
1785400890.135406,100,5874.5,4.8,10425.53125
1785400890.6360686,100,5874.5,2.8,10425.984375
1785400891.1366835,100,5874.5,2.7,10431.0234375
1785400891.6373906,100,5874.5,7.6,10445.09375
1785400892.1381795,100,5874.5,2.2,10445.5859375
1785400892.638713,100,5874.5,3.0,10446.28515625
1785400893.1394083,100,5874.5,2.3,10447.34765625
1785400893.640126,100,5874.5,2.7,10451.640625
1785400894.1409776,100,5874.5,2.0,10450.15625
