timestamp,gpu_util_pct,gpu_mem_used_mb,cpu_util_pct,ram_used_mb,pcie_tx_mbps,pcie_rx_mbps
1785401248.53163,0,5528.5,4.9,9501.6796875,0.5712890625,0.4287109375
1785401249.0743856,0,5528.5,2.5,9529.05859375,0.5244140625,0.380859375
1785401249.6171024,0,5528.5,6.9,9535.82421875,0.5244140625,0.380859375
1785401250.1597764,0,5528.5,3.0,9534.86328125,0.5244140625,0.4287109375
1785401250.7020822,0,5528.5,3.6,9528.6484375,0.5244140625,0.4287109375
1785401251.2450173,0,5528.5,3.2,9528.37109375,0.5244140625,0.4287109375
1785401251.7876186,0,5528.5,7.6,9535.828125,0.5244140625,0.380859375
1785401252.3304422,0,5528.5,6.4,9536.71484375,0.5244140625,0.380859375
1785401252.873269,0,5528.5,1.9,9537.44140625,0.5244140625,0.380859375
1785401253.415518,0,5528.5,1.8,9536.39453125,0.5712890625,0.380859375
1785401253.9583664,0,5528.5,3.0,9539.44140625,0.5712890625,0.380859375
1785401254.5010667,0,5528.5,1.7,9534.43359375,0.5244140625,0.380859375
1785401255.0442352,0,5528.5,3.0,9533.453125,0.5244140625,0.380859375
1785401255.5868046,0,5528.5,4.6,9526.5078125,0.5244140625,0.380859375
1785401256.1297548,0,5528.5,4.5,9536.31640625,0.5244140625,0.3330078125
1785401256.67263,0,5528.5,2.5,9537.20703125,0.5244140625,0.4287109375
1785401257.2156193,0,5528.5,1.3,9537.1953125,0.5244140625,0.380859375
1785401257.7588973,0,5528.5,1.6,9542.71484375,1.048828125,0.380859375
1785401258.301821,0,5528.5,1.7,9538.66015625,0.5244140625,0.380859375
1785401258.845129,0,5528.5,0.6,9537.40625,0.4765625,0.380859375
1785401259.3882253,0,5528.5,0.9,9536.8125,0.5244140625,0.3330078125
1785401259.9314623,0,5528.5,1.1,9541.578125,0.5244140625,0.380859375
1785401260.4748566,0,5528.5,0.8,9539.578125,0.5244140625,0.380859375
1785401261.0203645,0,5528.5,0.5,9538.5859375,0.5244140625,3.576171875
1785401261.5634034,0,5528.5,0.7,9529.6171875,0.5244140625,0.380859375
1785401262.1091921,0,5528.5,1.6,9523.22265625,8.439453125,0.810546875
1785401262.6521058,0,5528.5,7.4,9528.3359375,0.5244140625,0.380859375
1785401263.1968107,0,5528.5,2.6,9522.96484375,1.048828125,0.7626953125
1785401263.7395859,0,5528.5,1.6,9515.73828125,1.0966796875,0.3330078125
1785401264.2835462,0,5528.5,1.7,9508.8359375,1.66796875,4.958984375
1785401264.826608,0,5528.5,2.9,9495.796875,0.5244140625,0.380859375
1785401265.3699064,0,5528.5,0.6,9496.0234375,5.912109375,0.380859375
1785401265.9131315,0,5528.5,1.1,9500.36328125,0.5244140625,0.3330078125
1785401266.456172,0,5528.5,0.6,9497.9921875,0.5244140625,0.380859375
1785401266.999419,0,5528.5,0.6,9496.73046875,0.4765625,0.380859375
1785401267.5423625,0,5528.5,0.7,9496.1640625,0.5244140625,0.380859375
1785401268.0856464,0,5528.5,0.6,9497.88671875,0.4765625,0.380859375
1785401268.6284711,0,5528.5,0.6,9498.0078125,0.4765625,0.380859375
1785401269.1715922,0,5528.5,0.3,9495.76171875,0.5244140625,0.380859375
1785401269.7147002,0,5528.5,0.7,9495.76171875,0.5244140625,0.4765625
1785401270.257838,0,5528.5,0.6,9492.84765625,0.5244140625,0.380859375
1785401270.8008463,0,5528.5,1.0,9492.84765625,0.5244140625,0.380859375
1785401271.3440957,0,5528.5,0.4,9492.84765625,0.4765625,0.380859375
1785401271.887078,0,5528.5,0.9,9498.28515625,0.4765625,0.3330078125
1785401272.4294584,0,5528.5,22.3,9745.4453125,0.5244140625,0.380859375
1785401272.9718406,0,5528.5,5.7,9850.8671875,0.5712890625,0.380859375
1785401273.5143356,0,5528.5,5.4,9903.96484375,0.619140625,0.4287109375
1785401274.0567038,0,5528.5,5.4,9938.98828125,0.5244140625,0.4287109375
1785401274.598875,0,5528.5,5.2,9998.40625,0.5712890625,0.4287109375
1785401275.1417096,0,5528.5,2.8,10014.56640625,0.5244140625,0.380859375
1785401275.6846285,0,5528.5,0.6,10017.71875,0.5244140625,0.380859375
1785401276.2277248,0,5528.5,1.5,10014.88671875,1.1435546875,0.380859375
1785401276.7704942,0,5528.5,0.5,10013.0,0.5244140625,0.380859375
1785401277.3135734,0,5528.5,1.4,10008.2421875,0.619140625,0.380859375
1785401277.856247,0,5528.5,0.5,10012.2578125,0.5244140625,0.380859375
1785401278.3992877,0,5528.5,4.1,9938.55078125,0.4765625,0.380859375
1785401278.9415324,0,5528.5,5.1,10146.9296875,0.5244140625,0.380859375
